"booking_id","customer_segment","service_type","customer_age","city","payment_method","booking_channel","distance_km_clean","estimated_duration_min","time_period","is_weekend","promo_code_used","discount_amount_vnd","traffic_level","weather_condition","basket_value_vnd"
"GB2025003379","Working Professional","GrabFood",45,"Hanoi","Moca Wallet","Mobile App",2.31,10.9,"Evening","Weekday","None",0,"Medium","Rain",62000
"GB2025003382","Working Professional","GrabFood",31,"Ho Chi Minh City","Cash","Mobile App",2.45,11.9,"Lunch","Weekend","WELCOME",3000,"Medium","Cloudy",339000
"GB2025003390","Student","GrabFood",40,"Ho Chi Minh City","Cash","Mobile App",4.75,18.2,"Afternoon","Weekend","WEEKEND",7000,"Medium","Heavy Rain",126000
"GB2025003392","Family","GrabFood",34,"Nha Trang","Moca Wallet","Mobile App",4.65,12,"Early Morning","Weekday","WEEKEND",6000,"Medium","Cloudy",139000
"GB2025003397","Working Professional","GrabFood",59,"Ho Chi Minh City","Moca Wallet","Mobile App",2.7,10.5,"Afternoon","Weekday","WEEKEND",3000,"High","Cloudy",80000
"GB2025003402","Working Professional","GrabMart",32,"Hai Phong","Card","Mobile App",2.22,16.2,"Early Morning","Weekday","WEEKEND",3000,"Severe","Cloudy",426000
"GB2025003408","Student","GrabFood",47,"Ho Chi Minh City","Card","Mobile App",2.52,7.9,"Early Morning","Weekend","RIDE10",4000,"Low","Clear",247000
"GB2025003413","Working Professional","GrabFood",33,"Bien Hoa","Cash","Mobile App",2.2,6.1,"Afternoon","Weekday","RIDE10",1000,"Low","Clear",328000
"GB2025003415","Working Professional","GrabMart",27,"Ho Chi Minh City","Moca Wallet","Partner App",11.7,56.3,"Afternoon","Weekday","LOYALTY",12000,"Severe","Clear",275000
"GB2025003423","Student","GrabFood",41,"Ho Chi Minh City","Card","Mobile App",2.36,10.4,"Night","Weekday","None",0,"Low","Clear",270000
"GB2025003429","Tourist","GrabFood",45,"Da Nang","Cash","Mobile App",6.98,32.5,"Afternoon","Weekend","None",0,"Severe","Cloudy",324000
"GB2025003435","Family","GrabMart",46,"Can Tho","Cash","Mobile App",4.03,13.2,"Early Morning","Weekday","WEEKEND",3000,"Medium","Unknown",296000
"GB2025003440","Student","GrabMart",29,"Hanoi","Card","Mobile App",16.2,109.7,"Evening","Weekday","None",0,"Severe","Cloudy",406000
"GB2025003442","Tourist","GrabFood",51,"Bien Hoa","Card","Mobile App",4.77,24.4,"Night","Weekday","RIDE10",4000,"Medium","Clear",399000
"GB2025003446","Frequent User","GrabMart",42,"Da Nang","Cash","Mobile App",1.66,7.7,"Early Morning","Weekday","RIDE10",4000,"High","Cloudy",392000
"GB2025003450","Student","GrabFood",27,"Hanoi","Card","Mobile App",2.42,13.1,"Lunch","Weekday","None",0,"Medium","Rain",132000
"GB2025003452","Corporate","GrabFood",33,"Ho Chi Minh City","Moca Wallet","Mobile App",2.51,17.2,"Evening","Weekday","WEEKEND",7000,"Severe","Cloudy",94000
"GB2025003453","Family","GrabFood",23,"Da Nang","Cash","Mobile App",12.3,47.6,"Early Morning","Weekday","None",0,"Low","Clear",55000
"GB2025003460","Working Professional","GrabMart",41,"Da Nang","Card","Mobile App",2.4,8.4,"Night","Weekend","Unknown",0,"Medium","Cloudy",80000
"GB2025003467","Corporate","GrabFood",36,"Ho Chi Minh City","Card","Mobile App",2.25,13.9,"Night","Weekend","WEEKEND",5000,"High","Clear",118000
"GB2025003468","Corporate","GrabFood",56,"Da Nang","Card","Mobile App",3.87,15.5,"Early Morning","Weekday","None",0,"Low","Cloudy",99000
"GB2025003472","Corporate","GrabFood",51,"Hanoi","Moca Wallet","Partner App",0.81,3.7,"Morning","Weekday","WEEKEND",3000,"Medium","Clear",313000
"GB2025003485","Working Professional","GrabFood",60,"Hanoi","Moca Wallet","Mobile App",7.08,30.4,"Evening","Weekend","WEEKEND",10000,"Medium","Heavy Rain",178000
