"booking_id","booking_datetime","city","service_type","customer_segment","customer_age","driver_status","driver_experience_years","payment_method","booking_channel","distance_km","estimated_duration_min","actual_duration_min","waiting_time_min","traffic_level","weather_condition","promo_code_used","discount_amount_vnd","basket_value_vnd","fare_amount_vnd","driver_rating","customer_rating","completed_flag","cancellation_reason","loyalty_points_earned","booking_hour","booking_day","is_weekend","time_period","estimated_speed_kmh","distance_invalid","distance_km_clean"
"GB2025000376",2025-06-16 13:25:00,"Hue","GrabMart","Family",39,"New",1.1,"Card","Mobile App",5.34,18,19.3,NA,"Medium","Cloudy","None",0,246000,29000,"5","4.4","1",NA,"2",13,"Monday","Weekday","Lunch",17.8,FALSE,5.34
"GB2025000377",2025-10-30 22:16:00,"Hanoi","GrabFood","Tourist",35,"Preferred",6.2,NA,"Mobile App",1.75,8.2,10.5,13.3,"Severe","Clear","MART15",1000,97000,14000,"4.3","4.6","1",NA,"1",22,"Thursday","Weekday","Night",12.8048780487805,FALSE,1.75
"GB2025000379",2025-01-24 12:57:00,"Hai Phong","GrabFood","Tourist",48,"High Performer",3.2,"Moca Wallet","Mobile App",2.87,13.9,16.3,8.7,"High","Cloudy","LOYALTY",3000,79000,6000,"4.8","4.3","1",NA,"0",12,"Friday","Weekday","Lunch",12.3884892086331,FALSE,2.87
"GB2025000392",2025-09-25 17:37:00,"Da Nang","GrabFood","Student",51,"High Performer",3.6,"Card","Mobile App",1.15,7.4,7.5,2.5,"High","Cloudy","None",0,189000,17000,"4.5","4.7","1",NA,"1",17,"Thursday","Weekday","Evening",9.32432432432432,FALSE,1.15
"GB2025000398",2025-02-01 19:37:00,"Can Tho","GrabFood","Corporate",57,"Standard",2.6,"Moca Wallet","Mobile App",3.56,17.6,18.4,2.7,"Medium","Clear","WEEKEND",2000,401000,20000,"5","4.5","1",NA,"2",19,"Saturday","Weekend","Evening",12.1363636363636,FALSE,3.56
"GB2025000399",2025-06-30 11:10:00,"Hanoi","GrabFood","Frequent User",59,"New",3,"Card","Mobile App",2.3,7.7,NA,10.7,"High","Rain","None",0,384000,28000,"4.3","4.2","1",NA,"2",11,"Monday","Weekday","Lunch",17.9220779220779,FALSE,2.3
"GB2025000403",2025-06-05 03:57:00,"Ho Chi Minh City","GrabMart","Student",32,"Preferred",2.1,"Card","Mobile App",4.78,11.9,15.8,5.5,"Low","Clear","LOYALTY",4000,81000,7000,"4.1","4.7","1",NA,"0",3,"Thursday","Weekday","Early Morning",24.1008403361345,FALSE,4.78
"GB2025000406",2025-10-07 05:10:00,"Can Tho","GrabMart","Corporate",44,"High Performer",5.1,"Cash","Mobile App",4.57,17.6,22.8,NA,"High","Clear","None",0,335000,33000,"4.5","4.8","1",NA,"3",5,"Tuesday","Weekday","Early Morning",15.5795454545455,FALSE,4.57
"GB2025000417",2025-09-12 18:54:00,"Hanoi","GrabFood","Family",27,"Preferred",3.2,"Card","Partner App",4.15,15.5,16.8,NA,"High","Rain","WEEKEND",3000,391000,33000,"5","4.7","1",NA,"3",18,"Friday","Weekday","Evening",16.0645161290323,FALSE,4.15
"GB2025000420",2025-07-02 07:16:00,"Hanoi","GrabMart","Frequent User",18,"Standard",1.6,"Moca Wallet","Mobile App",4.89,25.4,NA,8.5,"High","Clear","LOYALTY",2000,343000,19000,"4.3","4.8","1",NA,"1",7,"Wednesday","Weekday","Morning",11.5511811023622,FALSE,4.89
"GB2025000425",2025-07-03 21:30:00,"Hai Phong","GrabMart","Working Professional",61,"New",4.4,"Cash","Mobile App",1.97,5.4,6,7.2,"Medium","Rain","None",0,199000,17000,"3.9","4.9","1",NA,"1",21,"Thursday","Weekday","Night",21.8888888888889,FALSE,1.97
"GB2025000429",2025-07-22 01:55:00,"Ho Chi Minh City","GrabFood","Family",36,"Standard",2.7,"Card","Mobile App",1.53,7.3,8.1,8.3,"Medium","Clear","None",0,118000,13000,"4.5","4.1","1",NA,"1",1,"Tuesday","Weekday","Early Morning",12.5753424657534,FALSE,1.53
"GB2025000430",2025-06-22 03:31:00,"Ho Chi Minh City","GrabFood","Tourist",49,"New",2,"Cash","Mobile App",1.4,7,6.8,2.4,"Medium","Cloudy","WEEKEND",3000,248000,18000,"4.7","4.1","1",NA,"1",3,"Sunday","Weekend","Early Morning",12,FALSE,1.4
"GB2025000432",2025-09-28 21:20:00,"Ho Chi Minh City","GrabFood","Family",54,"Standard",1.7,"Moca Wallet","Mobile App",1.81,5.4,5.7,10.4,"High","Clear","RIDE10",2000,405000,17000,"4.5","4.5","1",NA,"1",21,"Sunday","Weekend","Night",20.1111111111111,FALSE,1.81
"GB2025000436",2025-03-24 19:08:00,"Ho Chi Minh City","GrabFood","Frequent User",57,"High Performer",4.4,"Card","Mobile App",1.48,5.3,5.1,7.7,"High","Cloudy","WEEKEND",3000,212000,18000,NA,NA,"0","App issue","0",19,"Monday","Weekday","Evening",16.7547169811321,FALSE,1.48
"GB2025000437",2025-01-17 01:38:00,"Hue","GrabFood","Corporate",58,"Preferred",0.5,"Cash","Partner App",1.78,8.4,10.6,5.8,"High","Clear","WEEKEND",4000,209000,19000,"5","4.9","1",NA,"1",1,"Friday","Weekday","Early Morning",12.7142857142857,FALSE,1.78
"GB2025000439",2025-05-24 12:22:00,"Da Nang","GrabFood","Frequent User",46,"High Performer",1,"Cash","Mobile App",NA,37.7,47.1,2.7,NA,"Clear","None",0,307000,33000,"4.9","3.6","1",NA,"3",12,"Saturday","Weekend","Lunch",NA,NA,NA
"GB2025000445",2025-12-11 04:34:00,"Hanoi","GrabFood","Frequent User",21,"High Performer",0.1,"Moca Wallet","Mobile App",1.83,9,10.4,5.4,"Medium","Clear","None",0,283000,22000,"4.6","4.9","1",NA,"2",4,"Thursday","Weekday","Early Morning",12.2,FALSE,1.83
"GB2025000446",2025-11-18 18:55:00,"Hanoi","GrabMart","Tourist",36,"Preferred",0.9,"Cash","Partner App",3.85,20.2,21.2,11,"High","Clear","None",0,225000,25000,"4.8","3.8","1",NA,"2",18,"Tuesday","Weekday","Evening",11.4356435643564,FALSE,3.85
"GB2025000449",2025-08-04 10:51:00,"Ho Chi Minh City","GrabMart","Tourist",51,"High Performer",2.9,"Cash","Mobile App",3.15,12.3,16.1,3.1,"Medium","Clear","None",0,385000,22000,"4.2","4.3","1",NA,"2",10,"Monday","Weekday","Morning",15.3658536585366,FALSE,3.15
"GB2025000450",2025-11-17 08:16:00,"Hanoi","GrabFood","Corporate",54,"Preferred",3.1,"Cash","Mobile App",9.15,35.9,31.9,4.9,"Low","Clear","WELCOME",5000,419000,41000,"3.9","4.0","1",NA,"4",8,"Monday","Weekday","Morning",15.2924791086351,FALSE,9.15
"GB2025000456",2025-09-25 18:18:00,"Hai Phong","GrabFood","Tourist",46,"Standard",2.3,"Cash","Mobile App",1.79,5.2,4.7,1.3,"Medium","Cloudy","None",0,232000,11000,"4.8","5.0","1",NA,"1",18,"Thursday","Weekday","Evening",20.6538461538462,FALSE,1.79
"GB2025000458",2025-07-03 19:57:00,"Da Nang","GrabFood","Frequent User",45,"Preferred",5.8,"Cash","Mobile App",1.96,10.1,8.8,3,"High","Cloudy","None",0,141000,13000,"4.5","4.4","1",NA,"1",19,"Thursday","Weekday","Evening",11.6435643564356,FALSE,1.96
"GB2025000459",2025-06-29 09:23:00,"Hanoi","GrabFood","Frequent User",27,"Preferred",0.2,"Moca Wallet","Mobile App",3.83,23.3,27.2,5.3,"Severe","Clear","None",0,257000,18000,"4.3","3.6","1",NA,"1",9,"Sunday","Weekend","Morning",9.86266094420601,FALSE,3.83
"GB2025000463",2025-01-16 18:12:00,"Hue","GrabFood","Tourist",32,"Standard",0.3,"Moca Wallet","Mobile App",3.06,10.1,10.5,7.4,"High","Clear","None",0,379000,18000,"4.0","4.3","1",NA,"1",18,"Thursday","Weekday","Evening",18.1782178217822,FALSE,3.06
"GB2025000464",2025-03-31 16:59:00,"Ho Chi Minh City","GrabFood","Family",30,"Preferred",1.3,"Corporate Account","Mobile App",0.69,4.4,5.9,8.6,"High","Clear","None",0,4e+05,34000,"4.7","5","1",NA,"3",16,"Monday","Weekday","Afternoon",9.40909090909091,FALSE,0.69
"GB2025000465",2025-07-13 10:00:00,"Bien Hoa","GrabFood","Frequent User",26,"High Performer",5.1,"Card","Mobile App",0.65,3.1,3.4,3.2,"Low","Clear","None",0,163000,10000,"4.3","4.0","1",NA,"1",10,"Sunday","Weekend","Morning",12.5806451612903,FALSE,0.65
"GB2025000467",2025-05-06 12:30:00,"Ho Chi Minh City","GrabMart","Frequent User",41,"New",3.4,"Cash","Mobile App",1.29,5,-5.7,3.6,"Low","Clear","RIDE10",1000,136000,12000,"3.4","4.8","1",NA,"1",12,"Tuesday","Weekday","Lunch",15.48,FALSE,1.29
"GB2025000474",2025-04-28 05:13:00,"Hanoi","GrabFood","Working Professional",60,"New",1.6,"Card","Mobile App",1.94,6.5,8,3.5,"Medium","Clear","None",0,343000,24000,"5","4.0","1",NA,"2",5,"Monday","Weekday","Early Morning",17.9076923076923,FALSE,1.94
"GB2025000479",2025-10-30 00:42:00,"Nha Trang","GrabMart","Family",55,"Standard",1.5,"Card","Mobile App",1.69,5.3,6.5,8.1,"High","Clear","WELCOME",1000,414000,26000,"4.7","4.0","1",NA,"2",0,"Thursday","Weekday","Early Morning",19.1320754716981,FALSE,1.69
"GB2025000488",2025-05-07 12:47:00,"Ho Chi Minh City","GrabFood","Working Professional",60,"Standard",NA,"Cash","Mobile App",6.53,28.4,29.9,5.5,"High","Clear","WELCOME",6000,190000,22000,"4.7","3.7","1",NA,"2",12,"Wednesday","Weekday","Lunch",13.7957746478873,FALSE,6.53
"GB2025000492",2025-02-25 03:37:00,"Nha Trang","GrabFood","Family",49,"High Performer",3.7,"Cash","Mobile App",4.52,18.7,24.8,7.1,"Low","Clear","None",0,229000,24000,"5.0","5","1",NA,"2",3,"Tuesday","Weekday","Early Morning",14.5026737967914,FALSE,4.52
"GB2025000493",2025-11-28 02:26:00,"Nha Trang","GrabMart","Corporate",26,"Preferred",2.1,"Moca Wallet","Mobile App",1.09,4.9,4.8,6.1,"Low","Clear","None",0,180000,16000,"4.6","4.4","1",NA,"1",2,"Friday","Weekday","Early Morning",13.3469387755102,FALSE,1.09
"GB2025000498",2025-02-15 05:29:00,"Hanoi","GrabFood","Student",62,"New",4.5,"Moca Wallet","Mobile App",2.76,16.3,16.7,9.6,"High","Clear","None",0,93000,13000,"4.1","4.1","1",NA,"1",5,"Saturday","Weekend","Early Morning",10.159509202454,FALSE,2.76
"GB2025000505",2025-09-24 14:51:00,"Hanoi","GrabFood","Working Professional",23,"New",1.3,"Cash","Mobile App",8.85,25.8,25.5,1.9,"Medium","Clear","None",0,365000,35000,"4.8","4.6","1",NA,"3",14,"Wednesday","Weekday","Afternoon",20.5813953488372,FALSE,8.85
"GB2025000510",2025-06-04 07:53:00,"Ho Chi Minh City","GrabFood","Frequent User",21,"High Performer",0.2,"Moca Wallet","Mobile App",3.45,18.3,20,7.8,"Medium","Cloudy","WEEKEND",6000,312000,25000,"4.5","4.9","1",NA,"2",7,"Wednesday","Weekday","Morning",11.3114754098361,FALSE,3.45
"GB2025000513",2025-03-08 12:40:00,"Hue","GrabMart","Student",27,"High Performer",2.1,"Moca Wallet","Partner App",1.43,5.3,5.8,11.9,"Medium","Heavy Rain","None",0,406000,15000,"4.6","4.7","1",NA,"1",12,"Saturday","Weekend","Lunch",16.188679245283,FALSE,1.43
"GB2025000520",2025-07-11 23:45:00,"Ho Chi Minh City","GrabMart","Frequent User",57,"High Performer",4.1,"Card","Mobile App",2.98,7.9,9.1,4.7,"Low","Clear","WEEKEND",3000,285000,22000,"4.5","5","1",NA,"2",23,"Friday","Weekday","Night",22.6329113924051,FALSE,2.98
"GB2025000524",2025-03-17 23:32:00,"Hanoi","GrabFood","Working Professional",45,"Standard",2.9,"Cash","Mobile App",6.05,20.9,20.5,3.5,"Medium","Clear","RIDE10",5000,245000,12000,"4.3","4.4","1",NA,"1",23,"Monday","Weekday","Night",17.3684210526316,FALSE,6.05
"GB2025000525",2025-03-14 20:40:00,"Hanoi","GrabFood","Working Professional",59,"New",2.1,"Card","Mobile App",0.92,3.5,3.3,6.1,"Low","Clear","None",0,242000,23000,"4.9","4.0","1",NA,"2",20,"Friday","Weekday","Evening",15.7714285714286,FALSE,0.92
"GB2025000529",2025-10-10 12:21:00,"Can Tho","GrabFood","Corporate",19,"Preferred",1.7,"Cash","Mobile App",4.04,12.6,16.2,5.2,"Low","Cloudy","WELCOME",6000,393000,8000,"4.6","4.5","1",NA,"0",12,"Friday","Weekday","Lunch",19.2380952380952,FALSE,4.04
"GB2025000533",2025-07-22 03:21:00,"Ho Chi Minh City","GrabFood","Family",55,"New",3.2,"Moca Wallet","Mobile App",2.45,9.3,9.5,4,"Low","Clear","None",0,353000,33000,"3.9","4.5","1",NA,"3",3,"Tuesday","Weekday","Early Morning",15.8064516129032,FALSE,2.45
"GB2025000534",2025-06-08 06:14:00,"Hai Phong","GrabFood","Frequent User",23,"Preferred",2,"Moca Wallet","Mobile App",1.73,6.8,6.8,7.2,"Low","Clear","WEEKEND",2000,295000,23000,"5","4.9","1",NA,"2",6,"Sunday","Weekend","Morning",15.2647058823529,FALSE,1.73
"GB2025000537",2025-08-08 22:50:00,"Can Tho","GrabFood","Student",24,"High Performer",2,"Cash","Mobile App",5.87,23.7,25,3.9,"Low","Rain","MART15",5000,305000,20000,"4.6","3.8","1",NA,"2",22,"Friday","Weekday","Night",14.8607594936709,FALSE,5.87
"GB2025000540",2025-08-23 05:13:00,"Hanoi","GrabFood","Corporate",39,"Preferred",4.4,"Card","Partner App",5.85,16.6,18.5,8.9,"Medium","Cloudy","None",0,154000,18000,"4.8","3.8","1",NA,"1",5,"Saturday","Weekend","Early Morning",21.144578313253,FALSE,5.85
"GB2025000542",2025-05-15 11:54:00,"Ho Chi Minh City","GrabFood","Tourist",28,"Preferred",1,"Moca Wallet","Mobile App",1.34,4.1,3.8,4.7,"Low","Clear","WEEKEND",3000,417000,16000,"4.7","4.0","1",NA,"1",11,"Thursday","Weekday","Lunch",19.609756097561,FALSE,1.34
"GB2025000543",2025-01-03 01:13:00,"Ho Chi Minh City","GrabFood","Working Professional",39,"High Performer",1.5,"Moca Wallet","Mobile App",0.86,3.1,3.4,3.6,"Low","Clear","None",0,429000,13000,"4.4","3.6","1",NA,"1",1,"Friday","Weekday","Early Morning",16.6451612903226,FALSE,0.86
"GB2025000545",2025-01-01 22:51:00,"Ho Chi Minh City","GrabFood","Frequent User",57,"New",0.3,"Card","Mobile App",1.44,3.7,4,7.3,"Medium","Rain","WEEKEND",1000,181000,14000,"4.4","3.4","1",NA,"1",22,"Wednesday","Weekday","Night",23.3513513513514,FALSE,1.44
"GB2025000549",2025-11-04 09:00:00,"Hanoi","GrabFood","Family",40,"Standard",3.2,"Card","Mobile App",1.94,7.8,8.1,5.3,"Low","Clear","FOOD20",2000,324000,13000,"4.6","5","1",NA,"1",9,"Tuesday","Weekday","Morning",14.9230769230769,FALSE,1.94
"GB2025000550",2025-09-25 15:13:00,"Bien Hoa","GrabFood","Family",48,"Preferred",3.9,"Moca Wallet","Mobile App",5.06,23.2,20.7,6.7,"Low","Clear","None",0,323000,23000,"4.1","5.0","1",NA,"2",15,"Thursday","Weekday","Afternoon",13.0862068965517,FALSE,5.06
"GB2025000555",2025-07-10 19:01:00,"Ho Chi Minh City","GrabFood","Frequent User",40,"High Performer",3.1,"Moca Wallet","Mobile App",3.84,15.5,18.6,9.1,"Medium","Clear","WEEKEND",2000,398000,23000,"4.2","4.1","1",NA,"2",19,"Thursday","Weekday","Evening",14.8645161290323,FALSE,3.84
"GB2025000559",2025-08-02 18:20:00,"Ho Chi Minh City","GrabMart","Corporate",48,"High Performer",1,"Corporate Account","Mobile App",3.06,16.6,-20.9,5.9,"High","Rain","WEEKEND",5000,395000,35000,"4.5","4.5","1",NA,"3",18,"Saturday","Weekend","Evening",11.0602409638554,FALSE,3.06
"GB2025000561",2025-01-29 07:32:00,"Hanoi","GrabFood","Frequent User",36,"High Performer",0.5,"Moca Wallet","Mobile App",7.24,37.9,39.7,1.8,"High","Clear","WELCOME",11000,229000,23000,"4.3","5","1",NA,"2",7,"Wednesday","Weekday","Morning",11.4617414248021,FALSE,7.24
"GB2025000562",2025-12-20 14:50:00,"Can Tho","GrabFood","Corporate",23,"New",2.9,"Cash","Mobile App",1.27,7.8,8.2,8.1,"High","Clear","RIDE10",3000,361000,24000,"4.1","3.3","1",NA,"2",14,"Saturday","Weekend","Afternoon",9.76923076923077,FALSE,1.27
"GB2025000563",2025-12-14 14:21:00,"Ho Chi Minh City","GrabMart","Tourist",34,"Standard",3.1,"Cash","Mobile App",3.68,12.5,16.9,6.9,"Low","Cloudy","None",0,152000,12000,"4.9","4.4","1",NA,"1",14,"Sunday","Weekend","Afternoon",17.664,FALSE,3.68
"GB2025000572",2025-10-14 05:52:00,"Hanoi","GrabFood","Working Professional",61,"Preferred",3.5,"Card","Mobile App",3.78,13.6,18.3,2.5,"Medium","Clear","None",0,218000,20000,"5","4.6","1",NA,"2",5,"Tuesday","Weekday","Early Morning",16.6764705882353,FALSE,3.78
"GB2025000580",2025-09-27 13:04:00,"Hue","GrabFood","Frequent User",49,"New",2.7,"Card","Mobile App",3.49,18.6,23.8,4,"High","Clear","RIDE10",3000,385000,34000,"4.3","4.8","1",NA,"3",13,"Saturday","Weekend","Lunch",11.258064516129,FALSE,3.49
"GB2025000585",2025-07-30 17:07:00,"Ho Chi Minh City","GrabFood","Corporate",51,"Preferred",7.8,"Cash","Partner App",8.4,19,25.2,5.3,"Low","Clear","None",0,125000,27000,NA,NA,"0","Driver unavailable","0",17,"Wednesday","Weekday","Evening",26.5263157894737,FALSE,8.4
"GB2025000589",2025-05-02 05:07:00,"Hai Phong","GrabFood","Corporate",34,"High Performer",2.5,"Cash","Mobile App",0.7,3,4,11.7,"High","Cloudy","FOOD20",2000,49000,5000,"4.2","3.5","1",NA,"0",5,"Friday","Weekday","Early Morning",14,FALSE,0.7
"GB2025000606",2025-10-27 17:15:00,"Hanoi","GrabFood","Frequent User",24,"Standard",4.9,"Cash","Mobile App",1.45,9.8,12.9,19.9,"Severe","Rain","None",0,209000,15000,"4.2","4.1","1",NA,"1",17,"Monday","Weekday","Evening",8.87755102040816,FALSE,1.45
"GB2025000608",2025-04-11 06:08:00,"Bien Hoa","GrabFood","Student",54,"Standard",3.1,"Card","Mobile App",7.15,26.6,30.3,3.7,"Low","Cloudy","MART15",8000,413000,32000,"4.7","5","1",NA,"3",6,"Friday","Weekday","Morning",16.1278195488722,FALSE,7.15
"GB2025000614",2025-03-07 02:12:00,"Hanoi","GrabFood","Corporate",30,"Preferred",2,"Corporate Account","Mobile App",1.19,4.8,4.2,7.9,"Low",NA,"RIDE10",3000,66000,5000,"4.1","3.8","1",NA,"0",2,"Friday","Weekday","Early Morning",14.875,FALSE,1.19
"GB2025000615",2025-06-27 22:06:00,"Bien Hoa","GrabFood","Family",25,"High Performer",4.5,"Cash","Mobile App",4.1,22.6,NA,9.6,"High","Heavy Rain","None",0,128000,16000,NA,NA,"0","Payment issue","0",22,"Friday","Weekday","Night",10.8849557522124,FALSE,4.1
"GB2025000618",2025-05-02 16:24:00,"Nha Trang","GrabFood","Working Professional",58,"Standard",1.6,"Card","Mobile App",1.15,3.4,3.2,9.8,"High","Rain","RIDE10",2000,376000,19000,"4.6","4.5","1",NA,"1",16,"Friday","Weekday","Afternoon",20.2941176470588,FALSE,1.15
"GB2025000620",2025-04-29 17:34:00,"Ho Chi Minh City","GrabFood","Student",22,"High Performer",3.2,"Moca Wallet","Mobile App",5.14,26.8,33.8,5.4,"Medium","Clear","None",0,389000,31000,"3.7","3.8","1",NA,"3",17,"Tuesday","Weekday","Evening",11.5074626865672,FALSE,5.14
"GB2025000625",2025-09-26 14:15:00,"Hanoi","GrabFood","Family",53,"Standard",4.2,"Cash","Mobile App",1.26,4.2,5.1,7.7,"Low","Clear","None",0,305000,19000,"4.3","4.8","1",NA,"1",14,"Friday","Weekday","Afternoon",18,FALSE,1.26
"GB2025000626",2025-11-21 20:41:00,"Da Nang","GrabFood","Family",22,"Standard",0.3,"Card","Mobile App",1.74,6.2,5.7,3.5,"Medium","Cloudy","None",0,258000,21000,"4.5","4.5","1",NA,"2",20,"Friday","Weekday","Evening",16.8387096774194,FALSE,1.74
"GB2025000628",2025-10-18 17:32:00,"Hanoi","GrabFood","Working Professional",47,"High Performer",1.4,"Cash","Mobile App",4.24,22.7,23.6,5.3,"Medium","Clear","RIDE10",4000,129000,11000,"4.6","3.8","1",NA,"1",17,"Saturday","Weekend","Evening",11.2070484581498,FALSE,4.24
"GB2025000636",2025-06-15 21:39:00,"Hanoi","GrabFood","Frequent User",28,"New",1.1,"Card","Mobile App",NA,15.8,14.9,7.3,"Medium","Cloudy","RIDE10",4000,361000,31000,"4.4","4.2","1",NA,"3",21,"Sunday","Weekend","Night",NA,NA,NA
"GB2025000646",2025-10-24 15:13:00,"Hanoi","GrabFood","Family",52,"Standard",1.1,"Moca Wallet","Mobile App",2.41,15.8,15.4,7.6,"Severe","Clear","None",0,218000,11000,"4.4","4.6","1",NA,"1",15,"Friday","Weekday","Afternoon",9.15189873417722,FALSE,2.41
"GB2025000655",2025-11-07 16:32:00,"Hanoi","GrabFood","Corporate",51,"Standard",7.6,"Cash","Mobile App",3.8,16.2,21,9.5,"High","Clear","LOYALTY",4000,214000,18000,"4.7","4.0","1",NA,"1",16,"Friday","Weekday","Afternoon",14.0740740740741,FALSE,3.8
"GB2025000668",2025-11-11 17:21:00,"Da Nang","GrabFood","Family",41,"High Performer",3.2,"Cash","Partner App",6.18,20.2,21.6,3.3,"Medium","Cloudy","LOYALTY",7000,172000,20000,"3.9","4.2","1",NA,"2",17,"Tuesday","Weekday","Evening",18.3564356435644,FALSE,6.18
"GB2025000672",2025-12-06 07:22:00,"Ho Chi Minh City","GrabMart","Corporate",47,"Standard",3.8,"Card","Mobile App",1.73,7.5,8.3,12.1,"High","Clear","None",0,87000,8000,"4.3","3.7","1",NA,"0",7,"Saturday","Weekend","Morning",13.84,FALSE,1.73
"GB2025000674",2025-02-02 12:22:00,"Hanoi","GrabMart","Corporate",43,"Preferred",1.1,"Card","Mobile App",1.32,6.2,6.4,4.9,"Medium","Cloudy","RIDE10",3000,252000,22000,"5","4.3","1",NA,"2",12,"Sunday","Weekend","Lunch",12.7741935483871,FALSE,1.32
"GB2025000683",2025-11-10 05:43:00,"Hai Phong","GrabFood","Corporate",27,"New",2.8,"Cash","Mobile App",2.42,11.7,12.5,6.4,"Medium","Clear","None",0,103000,13000,"4.7","5","1",NA,"1",5,"Monday","Weekday","Early Morning",12.4102564102564,FALSE,2.42
"GB2025000684",2025-03-03 11:06:00,"Hanoi","GrabMart","Corporate",51,"Preferred",0.7,"Cash","Mobile App",5.88,24.5,28,4.8,"Medium","Clear","None",0,153000,23000,"4.3","4.5","1",NA,"2",11,"Monday","Weekday","Lunch",14.4,FALSE,5.88
"GB2025000696",2025-07-14 07:07:00,"Hue","GrabFood","Working Professional",33,"High Performer",2.4,"Cash","Mobile App",9.14,41,48,1.9,"Medium","Clear","MART15",12000,61000,12000,"4.7","5","1",NA,"1",7,"Monday","Weekday","Morning",13.3756097560976,FALSE,9.14
"GB2025000699",2025-04-15 09:38:00,"Hanoi","GrabFood","Corporate",47,"Preferred",0.5,"Moca Wallet","Mobile App",2.91,15.9,13.5,7.2,"High","Cloudy","None",0,75000,9000,"4.3","3.4","1",NA,"0",9,"Tuesday","Weekday","Morning",10.9811320754717,FALSE,2.91
"GB2025000700",2025-04-20 01:38:00,"Hanoi","GrabFood","Corporate",28,"New",1.7,"Cash","Mobile App",4.63,10.7,11,5.1,"Low","Cloudy","LOYALTY",4000,65000,7000,"4.3","4.4","1",NA,"0",1,"Sunday","Weekend","Early Morning",25.9626168224299,FALSE,4.63
"GB2025000702",2025-10-19 17:50:00,"Da Nang","GrabFood","Frequent User",60,"New",2.5,"Cash","Mobile App",2.21,10.9,12,6.3,"High","Cloudy","WELCOME",5000,63000,5000,"5.0","4.4","1",NA,"0",17,"Sunday","Weekend","Evening",12.1651376146789,FALSE,2.21
"GB2025000704",2025-01-05 02:17:00,"Hanoi","GrabFood","Student",44,"Preferred",NA,"Moca Wallet","Mobile App",NA,4.1,5.1,6.9,"High",NA,"RIDE10",2000,353000,12000,"4.6","4.3","1",NA,"1",2,"Sunday","Weekend","Early Morning",NA,NA,NA
"GB2025000718",2025-04-15 17:08:00,"Ho Chi Minh City","GrabFood","Tourist",20,"Preferred",1.8,"Moca Wallet","Mobile App",4.16,26.4,31.3,3.1,"High","Clear","WEEKEND",5000,431000,28000,"4.8","4.4","1",NA,"2",17,"Tuesday","Weekday","Evening",9.45454545454546,FALSE,4.16
"GB2025000721",2025-04-06 13:16:00,"Hanoi","GrabFood","Student",25,"High Performer",1.8,"Card","Mobile App",3.19,18,18.2,14.9,"High","Rain","None",0,436000,27000,"4.4","4.1","1",NA,"2",13,"Sunday","Weekend","Lunch",10.6333333333333,FALSE,3.19
"GB2025000730",2025-09-16 22:09:00,"Ho Chi Minh City","GrabFood","Student",47,"New",5.7,"Cash","Mobile App",2.06,8.2,9.4,10.4,"High","Clear","MART15",2000,287000,25000,"4.8","3.8","1",NA,"2",22,"Tuesday","Weekday","Night",15.0731707317073,FALSE,2.06
"GB2025000739",2025-04-28 20:58:00,"Ho Chi Minh City","GrabFood","Frequent User",47,"Standard",1.9,"Cash","Mobile App",4.22,22.9,21.6,2.2,"Medium","Rain","None",0,112000,19000,"5",NA,"1",NA,"1",20,"Monday","Weekday","Evening",11.056768558952,FALSE,4.22
"GB2025000762",2025-08-27 18:34:00,"Ho Chi Minh City","GrabFood","Family",47,"Preferred",1.2,"Cash","Mobile App",4.53,13.6,13.4,3.3,"Low","Cloudy","FOOD20",7000,272000,11000,"4.7","5","1",NA,"1",18,"Wednesday","Weekday","Evening",19.9852941176471,FALSE,4.53
"GB2025000765",2025-03-04 00:54:00,"Da Nang","GrabFood","Working Professional",30,"New",2,"Corporate Account","Mobile App",1.43,5.3,6,11,"High","Clear","None",0,444000,40000,"4.7","4.4","1",NA,"4",0,"Tuesday","Weekday","Early Morning",16.188679245283,FALSE,1.43
